snapshot_date,customer_id,predicted_churn_prob,monthly_mrr,mrr_at_risk,primary_risk_driver,base_recommended_action,policy_action_name,action_cost,action_success_rate,expected_mrr_saved,roi_score,priority_rank,selected_for_intervention
2026-05-10,1431-CYWMH,0.900865583791615,19.05,17.161489371230267,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2013042559861189,-0.7986957440138811,6651,false
2026-05-10,9451-WLYRI,0.900865583791615,19.05,17.161489371230267,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2013042559861189,-0.7986957440138811,6650,false
2026-05-10,0307-BCOPK,0.90088191861558387,19.05,17.161800549626872,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2013260384738811,-0.79867396152611891,6649,false
2026-05-10,4530-NDRKU,0.90089825104408161,19.05,17.162111682389757,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2013478177672832,-0.79865218223271683,6648,false
2026-05-10,1015-OWJKI,0.90093090871567871,19.05,17.162733811033679,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2013913667723577,-0.79860863322764231,6647,false
2026-05-10,6121-VZNQB,0.017543543798198558,19.1,0.33508168654559245,support_pain,csm_escalation,priority_support_callback,30,0.32,0.10722613969458959,-29.892773860305411,6888,false
2026-05-10,0825-CPPQH,0.90075303183167788,19.1,17.20438290798505,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2043068035589537,-0.7956931964410463,6646,false
2026-05-10,4163-HFTUK,0.90078573208815615,19.1,17.205007482883783,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.204350523801865,-0.795649476198135,6645,false
2026-05-10,1697-LYYYX,0.90081842275677659,19.1,17.205631874654433,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2043942312258105,-0.79560576877418954,6642,false
2026-05-10,4933-BSAIP,0.90081842275677659,19.1,17.205631874654433,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2043942312258105,-0.79560576877418954,6644,false
2026-05-10,9500-WBGRP,0.90081842275677659,19.1,17.205631874654433,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2043942312258105,-0.79560576877418954,6643,false
2026-05-10,1407-DIGZV,0.900851103839569,19.1,17.20625608333577,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2044379258335041,-0.79556207416649594,6639,false
2026-05-10,9039-ZVJDC,0.900851103839569,19.1,17.20625608333577,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2044379258335041,-0.79556207416649594,6638,false
2026-05-10,9441-QHEVC,0.900851103839569,19.1,17.20625608333577,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2044379258335041,-0.79556207416649594,6640,false
2026-05-10,6569-KTMDU,0.900851103839569,19.1,17.20625608333577,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2044379258335041,-0.79556207416649594,6641,false
2026-05-10,8873-TMKGR,0.91044720258849232,19.1,17.389541569440205,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2172679098608143,-0.78273209013918565,6579,false
2026-05-10,7009-PCARS,0.91044720258849232,19.1,17.389541569440205,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2172679098608143,-0.78273209013918565,6580,false
2026-05-10,3498-LZGQZ,0.90067309946467766,19.15,17.247889854748575,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2073522898324003,-0.79264771016759972,6637,false
2026-05-10,5859-HZYLF,0.90067309946467766,19.15,17.247889854748575,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2073522898324003,-0.79264771016759972,6635,false
2026-05-10,9046-JBFWA,0.90067309946467766,19.15,17.247889854748575,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2073522898324003,-0.79264771016759972,6636,false
2026-05-10,3266-FTKHB,0.90068946250875859,19.15,17.248203207042724,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2073742244929908,-0.79262577550700919,6634,false
2026-05-10,0487-VVUVK,0.90068946250875859,19.15,17.248203207042724,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2073742244929908,-0.79262577550700919,6633,false
2026-05-10,1231-YNDEK,0.90072218140180138,19.15,17.248829773844495,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2074180841691147,-0.79258191583088533,6632,false
2026-05-10,1998-VHJHK,0.90073853725127062,19.15,17.249142988361832,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2074400091853283,-0.79255999081467166,6631,false
2026-05-10,2862-JVEOY,0.90077124175737278,19.15,17.249769279653687,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2074838495757583,-0.79251615042424173,6629,false
2026-05-10,7302-ZHMHP,0.90077124175737278,19.15,17.249769279653687,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2074838495757583,-0.79251615042424173,6630,false
2026-05-10,6051-PTVNS,0.91031458299810608,19.15,17.432524264413729,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2202766985089613,-0.77972330149103874,6559,false
2026-05-10,6016-NXBNJ,0.91032951584426247,19.15,17.432810228417626,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2202967159892339,-0.779703284010766,6558,false
2026-05-10,9498-FIMXL,0.789114400393897,19.2,15.150996487562821,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.0605697541293977,-0.93943024587060231,6720,false
2026-05-10,6979-TNDEU,0.84207238189492062,19.2,16.167789732382474,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.1317452812667732,-0.86825471873322679,6702,false
2026-05-10,9837-FWLCH,0.89909195176634538,19.2,17.262565473913831,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2083795831739683,-0.79162041682603168,6628,false
2026-05-10,8780-RSYYU,0.90059310982565532,19.2,17.291387708652582,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.210397139605681,-0.789602860394319,6625,false
2026-05-10,1439-LCGVL,0.90059310982565532,19.2,17.291387708652582,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.210397139605681,-0.789602860394319,6626,false
2026-05-10,0613-WUXUM,0.90060948459302514,19.2,17.291702104186083,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2104191472930259,-0.78958085270697409,6624,false
2026-05-10,9565-AXSMR,0.900625856960698,19.2,17.2920164536454,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2104411517551781,-0.78955884824482192,6623,false
2026-05-10,3653-NCRDJ,0.900625856960698,19.2,17.2920164536454,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2104411517551781,-0.78955884824482192,6622,false
2026-05-10,3764-MNMOI,0.90064222692892759,19.2,17.292330757035408,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2104631529924788,-0.78953684700752125,6621,false
2026-05-10,3970-XGJDU,0.90064222692892759,19.2,17.292330757035408,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2104631529924788,-0.78953684700752125,6620,false
2026-05-10,7168-HDQHG,0.90065859449796748,19.2,17.292645014360975,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2104851510052683,-0.78951484899473168,6619,false
2026-05-10,1663-MHLHE,0.9006913224394929,19.2,17.293273390838262,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2105291373586784,-0.7894708626413216,6616,false
2026-05-10,4232-JGKIY,0.9006913224394929,19.2,17.293273390838262,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2105291373586784,-0.7894708626413216,6617,false
2026-05-10,3308-MHOOC,0.9006913224394929,19.2,17.293273390838262,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2105291373586784,-0.7894708626413216,6618,false
2026-05-10,3373-YZZYM,0.9006913224394929,19.2,17.293273390838262,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2105291373586784,-0.7894708626413216,6615,false
2026-05-10,4475-NVTLU,0.91027146938938874,19.2,17.477212212276264,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2234048548593386,-0.77659514514066141,6529,false
2026-05-10,9137-NOQKA,0.91033121320600241,19.2,17.478359293555247,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2234851505488673,-0.77651484945113269,6528,false
2026-05-10,5510-BOIUJ,0.0068024067960109624,19.25,0.13094633082321103,support_pain,csm_escalation,priority_support_callback,30,0.32,0.041902825863427529,-29.958097174136572,6922,false
2026-05-10,5186-PEIZU,0.90052944938173518,19.25,17.335191900598403,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2134634330418883,-0.78653656695811169,6612,false
2026-05-10,0206-OYVOC,0.900545833477513,19.25,17.335507294442127,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.213485510610949,-0.786514489389051,6611,false
2026-05-10,9531-NSBMR,0.900545833477513,19.25,17.335507294442127,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.213485510610949,-0.786514489389051,6609,false
2026-05-10,8857-CUPFQ,0.900545833477513,19.25,17.335507294442127,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.213485510610949,-0.786514489389051,6610,false
2026-05-10,5537-UXXVS,0.90056221517260848,19.25,17.335822642072714,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.21350758494509,-0.78649241505491,6608,false
2026-05-10,9617-UDPEU,0.90056221517260848,19.25,17.335822642072714,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.21350758494509,-0.78649241505491,6605,false
2026-05-10,9631-RXVJM,0.90056221517260848,19.25,17.335822642072714,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.21350758494509,-0.78649241505491,6606,false
2026-05-10,6425-JWTDV,0.90056221517260848,19.25,17.335822642072714,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.21350758494509,-0.78649241505491,6607,false
2026-05-10,9972-EWRJS,0.90057859446727484,19.25,17.336137943495039,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2135296560446529,-0.7864703439553471,6604,false
2026-05-10,7293-LSCDV,0.90057859446727484,19.25,17.336137943495039,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2135296560446529,-0.7864703439553471,6603,false
2026-05-10,1098-TDVUQ,0.90061134585633562,19.25,17.336768407734461,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2135737885414124,-0.7864262114585876,6601,false
2026-05-10,3156-QLHBO,0.90061134585633562,19.25,17.336768407734461,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2135737885414124,-0.7864262114585876,6602,false
2026-05-10,4541-RMRLG,0.90061134585633562,19.25,17.336768407734461,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2135737885414124,-0.7864262114585876,6598,false
2026-05-10,0303-WMMRN,0.90061134585633562,19.25,17.336768407734461,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2135737885414124,-0.7864262114585876,6600,false
2026-05-10,9374-YOLBJ,0.90061134585633562,19.25,17.336768407734461,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2135737885414124,-0.7864262114585876,6599,false
2026-05-10,4946-EDSEW,0.90804982046848393,19.25,17.479959044018315,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2235971330812823,-0.77640286691871774,6527,false
2026-05-10,6082-GLJIX,0.91021338906534488,19.25,17.521607739507889,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2265125417655522,-0.77348745823444776,6504,false
2026-05-10,0761-AETCS,0.049238498936894914,19.3,0.9503030294820719,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,0.066521212063745033,-1.9334787879362549,6849,false
2026-05-10,4667-OHGKG,0.35744774991364681,19.3,6.8987415733333837,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,0.4829119101333369,-1.5170880898666632,6761,false
2026-05-10,4815-TUMEQ,0.89586691340511981,19.3,17.290231428718812,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2103162000103169,-0.78968379998968308,6627,false
2026-05-10,5602-BVFMK,0.89892965350278953,19.3,17.349342312603838,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2144539618822687,-0.78554603811773127,6595,false
2026-05-10,6112-KTHFQ,0.89955582825213032,19.3,17.361427485266116,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2152999239686282,-0.78470007603137182,6594,false
2026-05-10,2592-HODOV,0.89956749097735611,19.3,17.361652575862973,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2153156803104082,-0.78468431968959185,6593,false
2026-05-10,3523-BRGUW,0.900432958613189,19.3,17.378356101234548,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2164849270864184,-0.78351507291358158,6592,false
2026-05-10,2146-EGVDT,0.90046575267523943,19.3,17.378989026632123,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2165292318642487,-0.78347076813575134,6590,false
2026-05-10,1915-OAKWD,0.90046575267523943,19.3,17.378989026632123,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2165292318642487,-0.78347076813575134,6591,false
2026-05-10,7190-XHTWJ,0.90048214610325561,19.3,17.379305419792836,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2165513793854985,-0.78344862061450149,6588,false
2026-05-10,4742-TXUEX,0.90048214610325561,19.3,17.379305419792836,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2165513793854985,-0.78344862061450149,6589,false
2026-05-10,5465-BUBFA,0.9004985371296037,19.3,17.379621766601353,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2165735236620949,-0.78342647633790508,6586,false
2026-05-10,3308-DGHKL,0.9004985371296037,19.3,17.379621766601353,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2165735236620949,-0.78342647633790508,6587,false
2026-05-10,6598-RFFVI,0.90053131197831016,19.3,17.380254321181386,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2166178024826972,-0.78338219751730276,6583,false
2026-05-10,7926-IJOOU,0.90053131197831016,19.3,17.380254321181386,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2166178024826972,-0.78338219751730276,6581,false
2026-05-10,1724-IQWNM,0.90053131197831016,19.3,17.380254321181386,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2166178024826972,-0.78338219751730276,6582,false
2026-05-10,0396-HUJBP,0.90053131197831016,19.3,17.380254321181386,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2166178024826972,-0.78338219751730276,6585,false
2026-05-10,2320-YKQBO,0.90053131197831016,19.3,17.380254321181386,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2166178024826972,-0.78338219751730276,6584,false
2026-05-10,4641-FROLU,0.91009542539468957,19.3,17.564841710117509,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2295389197082258,-0.77046108029177418,6478,false
2026-05-10,3976-HXHCE,0.9101103911278775,19.3,17.565130548768035,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2295591384137625,-0.77044086158623748,6477,false
2026-05-10,5787-KXGIY,0.91012535461584976,19.3,17.5654193440859,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2295793540860132,-0.77042064591398685,6476,false
2026-05-10,9347-AERRL,0.91014031585886146,19.3,17.565708096076026,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2295995667253219,-0.77040043327467811,6475,false
2026-05-10,5914-GXMDA,0.91015527485716752,19.3,17.565996804743335,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2296197763320336,-0.77038022366796644,6474,false
2026-05-10,7785-RDVIG,0.91018518612068211,19.3,17.566574092129166,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2296601864490417,-0.77033981355095826,6473,false
2026-05-10,1735-XMJVH,0.82320983547438642,19.35,15.929110316429378,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.1150377221500567,-0.8849622778499433,6706,false
2026-05-10,5961-VUSRV,0.89873490743735118,19.35,17.390520458912746,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2173364321238924,-0.78266356787610758,6578,false
2026-05-10,1345-ZUKID,0.89999775443952557,19.35,17.41495654840482,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2190469583883374,-0.78095304161166257,6577,false
2026-05-10,2266-FUBDZ,0.9002799933450063,19.35,17.420417871225872,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2194292509858111,-0.78057074901418888,6576,false
2026-05-10,5917-HBSDW,0.90035279698057558,19.35,17.421826621574137,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2195278635101898,-0.78047213648981018,6575,false
2026-05-10,9766-HGEDE,0.90035279698057558,19.35,17.421826621574137,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2195278635101898,-0.78047213648981018,6574,false
2026-05-10,4893-GYUJU,0.90036920695414113,19.35,17.422144154562631,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2195500908193841,-0.78044990918061585,6572,false
2026-05-10,2428-HYUNX,0.90036920695414113,19.35,17.422144154562631,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2195500908193841,-0.78044990918061585,6573,false
2026-05-10,4425-OWHWB,0.90036920695414113,19.35,17.422144154562631,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2195500908193841,-0.78044990918061585,6571,false
2026-05-10,2075-PUEPR,0.90038561452429278,19.35,17.422461641045068,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2195723148731548,-0.78042768512684524,6569,false
2026-05-10,6323-AYBRX,0.90038561452429278,19.35,17.422461641045068,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2195723148731548,-0.78042768512684524,6570,false
2026-05-10,3620-EHIMZ,0.90040201969128386,19.35,17.422779081026345,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2195945356718443,-0.78040546432815572,6565,false
2026-05-10,2007-QVGAW,0.90040201969128386,19.35,17.422779081026345,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2195945356718443,-0.78040546432815572,6567,false
2026-05-10,1302-TPUBN,0.90040201969128386,19.35,17.422779081026345,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2195945356718443,-0.78040546432815572,6566,false
2026-05-10,4311-QTTAI,0.90040201969128386,19.35,17.422779081026345,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2195945356718443,-0.78040546432815572,6568,false
2026-05-10,7643-RCHXS,0.900418422455368,19.35,17.423096474511372,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2196167532157962,-0.78038324678420379,6562,false
2026-05-10,8747-UDCOI,0.900418422455368,19.35,17.423096474511372,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2196167532157962,-0.78038324678420379,6563,false
2026-05-10,2096-XOTMO,0.900418422455368,19.35,17.423096474511372,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2196167532157962,-0.78038324678420379,6564,false
2026-05-10,4903-UYAVB,0.9004512207758294,19.35,17.4237311220123,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2196611785408611,-0.78033882145913891,6561,false
2026-05-10,0366-NQSHS,0.9004512207758294,19.35,17.4237311220123,general_engagement_risk,retention_email_and_checkin,csm_checkin_email,2,0.07,1.2196611785408611,-0.78033882145913891,6560,false
